college_name,department_name,first_step_one_subject,first_step_one_point,first_step_one_ratio,first_step_two_subject,first_step_two_point,first_step_two_ratio,first_step_three_subject,first_step_three_point,first_step_three_ratio,first_step_four_subject,first_step_four_point,first_step_four_ratio,first_step_five_subject,first_step_five_point,first_step_five_ratio,second_step_one_ratio,second_step_two_ratio,second_step_three_ratio,second_step_four_ratio,second_step_five_ratio,second_step_all_ratio,second_step_one_subject,second_step_one_point,second_step_one_all_ratio,second_step_two_subject,second_step_two_point,second_step_two_all_ratio,second_step_three_subject,second_step_three_point, second_step_three_all_ratio,second_step_four_subject,second_step_four_point,second_step_four_all_ratio,second_step_five_subject,second_step_five_point,second_step_five_all_ratio,final_order,thing,order_select,found
國立彰化師範大學,地理學系,英文,均標,6.0,數學B,均標,8.0,社會,均標,3.0,,,,,,,*1.00,*1.00,*1.25,,,40%,審查資料,--,40%,面試,--,35%,,,,,,,,,,一、面試二、學科能力測驗成績三、學測社會級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、H、J、M、N)、學習歷程自述(Q)、其他(R.為申請本系做過的準備) ,一、學測英文、數學B、社會之級分總和　二、學測英文級分,1
國立臺灣師範大學,地理學系(公費生),國文,前標,--,英文,均標,4,數學B,均標,3,社會,均標,5,英聽,B級,--,*1.00,*1.00,*1.00,*1.00,--,50%,審查資料,--,50%,口試,--,30%,,,,,,,,,,一、口試二、審查資料三、學測數學B級分四、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、I、J、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、社會之級分總和　二、學測數學B級分　三、學測社會級分　四、學測國文級分,0
國立臺灣大學,地理環境資源學系,英文,均標,3.0,數學A,均標,5.0,社會,均標,6.0,英數A社,--,7.0,,,,*1.00,*1.00,*1.00,--,,50%,審查資料,--,50%,口試,--,25%,,,,,,,,,,一、口試二、學科能力測驗成績三、審查資料四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、J、K、M、N)、學習歷程自述(O、P、Q)、其他(R.學習表現) ,一、學測英文、數學A、社會之級分總和　二、學測數學A級分　三、學測社會級分,1
中國文化大學,地質學系,國文,後標,--,英文,--,3,,,,,,,,,,*1.00,*1.50,,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、學科能力測驗成績二、面試三、學測英文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(C、D)、多元表現(K、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文之級分總和　二、學測英文級分,1
國立臺灣大學,地質科學系,國文,均標,10.0,英文,均標,8.0,數學A,均標,6.0,自然,均標,3.0,,,,*1.00,*1.50,*1.50,*1.50,,40%,審查資料,--,40%,口試,--,20%,,,,,,,,,,一、口試二、學測國英數A自級分總和三、審查資料,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、G、J、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和,1
國立中央大學,大氣科學學系,國文,均標,--,英文,均標,--,數學A,前標,6,自然,前標,6,英數A自,--,3.5,*1.00,*1.00,*1.50,*1.50,--,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學測數學A級分三、學測自然級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、K、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和,1
國立臺灣大學,大氣科學系,國文,均標,3.0,英文,均標,3.0,數學A,均標,3.0,自然,均標,3.0,,,,*1.00,*1.00,*1.50,*1.50,,50%,審查資料,--,50%,筆試,60分,25%,,,,,,,,,,一、筆試二、學測自然級分三、學測數學A級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(J、L、M、N)、學習歷程自述(O、P) ,一、學測國文、英文、數學A、自然之級分總和　二、學測自然級分,1
中國文化大學,大氣科學系,國文,--,--,英文,--,--,數學A,底標,3,自然,--,--,,,,*1.00,*1.50,*1.50,*2.00,,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、學科能力測驗成績二、面試三、審查資料四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、K、M、N)、學習歷程自述(O、P) ,一、學測國文、英文、數學A、自然之級分總和　二、學測自然級分　三、學測國文級分　四、學測數學A級分,1
國立臺灣大學,工程科學及海洋工程學系,英文,均標,--,數學A,均標,3,自然,均標,6,英數A自,--,10,,,,--,--,--,--,,0%,審查資料,--,0%,綜合筆試(A),--,50%,,,,,,,,,,一、審查資料二、綜合筆試(A)三、學測數學A級分四、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、M、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學A、自然之級分總和,1
國立成功大學,工程科學系,英文,前標,--,數學A,前標,6,自然,前標,3,國英數A自,--,12,,,,*1.00,*1.50,*1.50,--,,50%,審查資料,--,50%,面試,--,10%,,,,,,,,,,一、審查資料二、面試三、學測數學A級分四、學測自然級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測英文級分　三、學測自然級分　四、學測數學A級分,1
國立清華大學,工程與系統科學系乙組(智慧奈米系統組),國文,前標,--,英文,前標,--,數學A,前標,--,自然,前標,--,國英數A自,--,3,*1.00,*1.00,*1.25,*1.25,--,40%,審查資料,--,40%,筆試及互動式座談,--,10%,,,,,,,,,,一、審查資料二、學測英文級分三、學測自然級分四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和,1
國立清華大學,工程與系統科學系甲組(低碳綠能組),國文,均標,--,英文,前標,--,數學A,前標,--,自然,前標,--,國英數A自,--,3,*1.00,*1.00,*1.25,*1.25,--,40%,審查資料,--,40%,筆試及互動式座談,--,10%,,,,,,,,,,一、審查資料二、學測英文級分三、學測自然級分四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測英文級分,1
國立臺南大學,文化與自然資源學系,國文,均標,--,英文,均標,--,數學B,--,--,社會,均標,--,國英社,--,3,*1.00,*1.00,*1.00,*2.00,--,40%,審查資料,60分,40%,面試,--,30%,,,,,,,,,,一、學科能力測驗成績二、面試三、審查資料四、學測國英數B社級分總和,項目：修課紀錄(A)、課程學習成果(D、E)、多元表現(F、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、社會之級分總和　二、學測國文級分　三、學測英文級分　四、學測社會級分,1
大同大學,機械與材料工程學系,國文,--,--,英文,--,--,數學A,底標,--,數學B,底標,--,自然,--,--,*1.00,*1.00,--,--,*1.00,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、學測英文級分二、學測自然級分三、學測國文級分,項目：修課紀錄(A)、多元表現(F、J、K、M、N)、學習歷程自述(O、P) ,一、學測國文、英文、自然之級分總和　二、學測英文級分　三、學測自然級分　四、學測國文級分,1
臺北市立大學,歷史與地理學系,國文,均標,6.0,英文,均標,10.0,數學B,均標,8.0,社會,均標,3.5,,,,*1.50,*1.00,*1.00,*1.50,,50%,審查資料,60分,50%,面試,60分,25%,,,,,,,,,,一、學科能力測驗成績二、面試三、學測社會級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、社會之級分總和　二、學測國文級分,1
國立成功大學,水利及海洋工程學系,國文,均標,6.0,英文,均標,8.0,數學A,前標,3.0,自然,前標,4.0,,,,*1.25,*1.25,*1.75,*1.50,,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、學測數學A級分二、學測自然級分三、審查資料四、面試,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、K、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測數學A級分　三、學測自然級分,1
逢甲大學,水利工程與資源保育學系,國文,--,--,英文,後標,--,數學A,後標,--,國英數A,--,3,,,,*2.00,*1.50,*2.00,--,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、學測數學A級分三、學測英文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、H、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A之級分總和,1
國立中興大學,水土保持學系,國文,--,--,英文,均標,5,數學A,均標,3,自然,均標,4,國英數A自,--,2.5,*1.00,*1.25,*1.50,*1.50,--,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、學測數學A級分二、學測自然級分三、面試四、審查資料,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測數學A級分　三、學測自然級分　四、學測英文級分,1
淡江大學,水資源及環境工程學系水資源工程組,國文,--,3.0,數學A,--,3.0,自然,後標,3.0,,,,,,,*2.00,*1.50,*1.00,,,40%,審查資料,--,40%,團體面試,--,30%,,,,,,,,,,一、學科能力測驗成績二、學測數學A級分三、學測自然級分四、團體面試,項目：修課紀錄(A)、課程學習成果(D)、多元表現(G、L、M、N)、學習歷程自述(O、Q) ,一、學測國文、數學A、自然之級分總和　二、學測數學A級分　三、學測自然級分,1
淡江大學,水資源及環境工程學系環境工程組,國文,--,3.0,數學A,--,3.0,自然,後標,3.0,,,,,,,*2.00,*1.00,*2.00,,,40%,審查資料,--,40%,團體面試,--,30%,,,,,,,,,,一、學科能力測驗成績二、學測自然級分三、學測數學A級分四、團體面試,項目：修課紀錄(A)、課程學習成果(D)、多元表現(G、L、M、N)、學習歷程自述(O、Q) ,一、學測國文、數學A、自然之級分總和　二、學測自然級分　三、學測數學A級分,1
國立臺灣海洋大學,河海工程學系,國文,--,--,英文,--,--,數學A,均標,3,自然,--,--,,,,*1.00,*1.50,*1.50,*1.50,,50%,審查資料,--,50%,,,,,,,,,,,,,一、學測國英數A自級分總和二、學測數學A級分三、學測自然級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文、數學A、自然之級分總和　二、學測自然級分　三、學測英文級分　四、學測國文級分,1
國立臺灣海洋大學,河海工程學系(青年儲蓄帳戶組),自然,均標,--,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,,,,,,,,,,,,,一、審查資料,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.體驗資歷(體驗學習報告及雙週誌)) ,(無),0
國立臺灣海洋大學,海洋工程科技學士學位學程,國文,--,--,英文,--,--,數學A,均標,4,自然,均標,4.5,國英數A自,--,5,*1.00,*1.50,*1.50,*1.50,--,50%,審查資料,--,50%,,,,,,,,,,,,,一、學測數學A級分二、學測自然級分三、學測英文級分四、學測國英數A自級分總和,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文、數學A、自然之級分總和,1
國立臺灣海洋大學,海洋工程科技學士學位學程(青年儲蓄帳戶組),自然,均標,--,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,,,,,,,,,,,,,一、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.體驗資歷(體驗學習報告及雙週誌)) ,(無),0
國立中山大學,海洋環境及工程學系,英文,均標,--,數學A,前標,3,自然,前標,3,,,,,,,*1.00,*1.50,*1.50,,,40%,審查資料,70分,40%,面試,70分,30%,,,,,,,,,,一、學科能力測驗成績二、審查資料三、面試四、指定項目甄試成績,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q)、其他(R.自傳) ,一、學測英文、數學A、自然之級分總和　二、學測自然級分　三、學測數學A級分　四、學測英文級分,1
國立臺灣海洋大學,海洋環境資訊系,英文,均標,3.0,數學A,均標,4.0,自然,後標,5.0,,,,,,,*1.00,*1.00,*1.00,,,50%,審查資料,--,50%,,,,,,,,,,,,,一、學測英文級分二、學測數學A級分三、學測自然級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測英文、數學A、自然之級分總和　二、學測數學A級分　三、學測自然級分,1
國立中山大學,海洋科學系,國文,均標,--,英文,均標,4,數學A,均標,3,自然,均標,3,,,,*1.00,*1.25,*1.25,*1.00,,50%,審查資料,60分,50%,面試,60分,30%,,,,,,,,,,一、學測國英數A自級分總和二、面試三、學測自然級分四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q)、其他(R.自傳) ,一、學測國文、英文、數學A、自然之級分總和　二、學測英文級分　三、學測數學A級分　四、學測自然級分,1
大葉大學,消防安全學士學位學程(消防產業組),英文,底標,4.0,自然,--,4.0,,,,,,,,,,*1.00,*1.00,,,,10%,審查資料,--,10%,面試,60分,50%,,,,,,,,,,一、面試二、審查資料三、學測自然級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(P)、其他(R.其他有利審查之資料) ,一、學測英文、自然之級分總和　二、學測自然級分　三、學測英文級分,0
大葉大學,消防安全學士學位學程(消防管理組),英文,底標,3.0,社會,--,3.0,,,,,,,,,,*1.00,*1.00,,,,10%,審查資料,--,10%,面試,60分,50%,,,,,,,,,,一、面試二、審查資料三、學測社會級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(P)、其他(R.其他有利審查之資料) ,一、學測英文、社會之級分總和　二、學測社會級分　三、學測英文級分,0
長榮大學,消防安全學士學位學程消防實務管理組,國文,--,5.5,社會,底標,15.0,,,,,,,,,,*1.00,*1.00,,,,15%,審查資料,--,15%,面試,--,45%,,,,,,,,,,一、學測國文級分二、學測社會級分三、面試四、審查資料,項目：修課紀錄(A)、課程學習成果(E)、多元表現(F、G、H、I、N)、學習歷程自述(O、P)、其他(R.其他有利審查之資料) ,一、學測國文、社會之級分總和　二、學測社會級分,0
長榮大學,消防安全學士學位學程消防防災技術組,國文,--,5.5,英文,底標,15.0,,,,,,,,,,*1.00,*1.00,,,,15%,審查資料,--,15%,面試,--,45%,,,,,,,,,,一、學測英文級分二、學測國文級分三、面試四、審查資料,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、G、H、I、N)、學習歷程自述(O、P)、其他(R.其他有利審查之資料) ,一、學測國文、英文之級分總和　二、學測英文級分,0
長榮大學,消防安全學士學位學程火場鑑識組,國文,底標,15.0,自然,--,4.0,,,,,,,,,,*1.00,*1.00,,,,15%,審查資料,--,15%,面試,--,45%,,,,,,,,,,一、學測國文級分二、學測自然級分三、面試四、審查資料,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、G、H、I、N)、學習歷程自述(O、P)、其他(R.其他有利審查之資料) ,一、學測國文、自然之級分總和　二、學測國文級分,0
國立中興大學,環境工程學系,國文,均標,9.0,英文,均標,9.0,數學A,均標,3.0,自然,均標,3.0,,,,*1.00,*1.00,*1.50,*1.50,,50%,審查資料,--,50%,,,,,,,,,,,,,一、學測自然級分二、學測數學A級分三、學測英文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、H、I、L、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測自然級分　三、學測數學A級分　四、學測英文級分,1
國立成功大學,環境工程學系,國文,均標,3.0,英文,前標,5.0,數學A,前標,4.0,自然,前標,4.0,國英數A自,--,6.0,*1.00,*1.00,*1.50,*1.50,--,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、面試二、學科能力測驗成績三、學測自然級分四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測數學A級分　三、學測英文級分　四、學測自然級分,1
中原大學,環境工程學系,國文,--,--,英文,後標,--,數學A,--,--,自然,--,--,國英自,--,3,*1.00,*1.00,*1.00,*2.00,--,30%,審查資料,--,30%,面試,60分,30%,,,,,,,,,,一、面試二、審查資料三、學測國文級分四、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(G、H、L、M、N)、學習歷程自述(P) ,一、學測國文、英文、數學A、自然之級分總和　二、學測自然級分,1
國立宜蘭大學,環境工程學系,國文,--,--,英文,--,5,數學A,後標,3,自然,後標,4,,,,*1.00,*1.00,*1.50,*1.50,,20%,審查資料,--,20%,口試,--,30%,,,,,,,,,,一、審查資料二、學科能力測驗成績三、口試,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、J、M、N)、學習歷程自述(P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文、數學A、自然之級分總和,1
大葉大學,環境工程學系(環保技術組),英文,底標,4.5,自然,--,4.5,,,,,,,,,,*1.00,*1.00,,,,10%,審查資料,--,10%,面試,60分,50%,,,,,,,,,,一、面試二、審查資料三、學測自然級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(P)、其他(R.其他有利審查之資料) ,一、學測英文、自然之級分總和　二、學測自然級分　三、學測英文級分,0
大葉大學,環境工程學系(環境管理組),英文,底標,5.0,社會,--,5.0,,,,,,,,,,*1.00,*1.00,,,,10%,審查資料,--,10%,面試,60分,50%,,,,,,,,,,一、面試二、審查資料三、學測社會級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(P)、其他(R.其他有利審查之資料) ,一、學測英文、社會之級分總和　二、學測社會級分　三、學測英文級分,0
逢甲大學,環境工程與科學學系,國文,--,--,英文,--,--,數學A,--,--,自然,後標,5,國英數A自,--,3,*1.00,*1.00,*1.00,*1.00,--,40%,審查資料,--,40%,面試,--,35%,,,,,,,,,,一、面試二、審查資料三、學測國英數A自級分總和四、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、I、K、M、N)、學習歷程自述(O、P、Q)、其他(R.國內外交流或研習經驗、S.環保時事評析短文、T.其他有利審查資料) ,一、學測國文、英文、數學A、自然之級分總和,1
東海大學,環境科學與工程學系,國文,--,--,英文,--,4,數學A,--,5,自然,後標,3,,,,*1.00,*1.00,*1.00,*1.00,,50%,審查資料,--,50%,團體面試,--,20%,,,,,,,,,,一、學測國英數A自級分總和二、學測自然級分三、審查資料四、團體面試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N) ,一、學測國文、英文、數學A、自然之級分總和　二、學測自然級分　三、學測數學A級分　四、學測英文級分,1
國立聯合大學,環境與安全衛生工程學系,國文,--,--,英文,--,--,數學A,後標,3,自然,--,3,,,,*1.00,*1.00,*2.00,*2.00,,50%,審查資料,60分,50%,團體訪談與認識本系,60分,10%,,,,,,,,,,一、學科能力測驗成績二、審查資料三、學測英文級分四、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、K、M、N)、學習歷程自述(O、P、Q)、其他(R.非修課之各類實作作品) ,一、學測國文、英文、數學A、自然之級分總和,1
國立臺灣大學,生物環境系統工程學系,國文,前標,--,英文,前標,10,數學A,頂標,3,自然,頂標,6,,,,*1.00,*1.00,*1.00,*1.00,,30%,審查資料,--,30%,口試,--,40%,,,,,,,,,,一、學測國文級分二、學測英文級分三、學測數學A級分四、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測國文級分　三、學測英文級分　四、學測自然級分,1
國立臺北教育大學,社會與區域發展學系,國文,均標,--,英文,均標,--,數學B,均標,--,社會,均標,3,國英,--,5,*1.00,*1.00,*1.00,*1.00,--,50%,審查資料,--,50%,面試,--,20%,,,,,,,,,,一、學測英文級分二、學測社會級分三、學測數學B級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、I、M、N)、學習歷程自述(O、Q)、其他(R.個人資料表、S.有利本系參考資料) ,一、學測國文、英文、數學B、社會之級分總和　二、學測英文級分　三、學測社會級分　四、學測數學B級分,1
國立臺北教育大學,社會與區域發展學系(青年儲蓄帳戶組),國文,均標,--,英文,均標,--,社會,均標,--,,,,,,,--,--,--,,,0%,審查資料,--,0%,面試,--,30%,,,,,,,,,,一、審查資料二、面試,項目：修課紀錄(A)、其他(R.體驗資歷（體驗學習報告及雙週誌）) ,(無),0
國立成功大學,系統及船舶機電工程學系,國文,均標,--,英文,前標,--,數學A,前標,5,自然,前標,5,國英自,--,3,*1.00,*1.00,*1.00,*1.00,--,50%,審查資料,--,50%,面試,--,15%,,,,,,,,,,一、面試二、審查資料三、學測國英數A自級分總和四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、J、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測數學A級分　三、學測自然級分　四、學測英文級分,1
國立臺灣海洋大學,系統工程暨造船學系,英文,均標,6.0,數學A,均標,4.0,自然,均標,3.0,,,,,,,*1.25,*1.50,*1.25,,,50%,審查資料,--,50%,,,,,,,,,,,,,一、學科能力測驗成績二、學測英數A自級分總和三、學測數學A級分四、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測英文、數學A、自然之級分總和　二、學測數學A級分　三、學測英文級分,1
長榮大學,綠能與環境資源學系綠能環境科技組,國文,--,3.0,自然,底標,10.0,,,,,,,,,,*1.00,*1.00,,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、學測國文級分二、審查資料三、學測自然級分四、學測國自級分總和,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、I、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利於審查之資料) ,一、學測國文、自然之級分總和　二、學測自然級分,0
